height,time,proposer_hex,proposer_moniker
60362978,2026-04-27T14:11:57.751065654Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60362979,2026-04-27T14:11:58.652905537Z,72B1489EFB57A680577A838A5BAAEBE162A7C802,72B148…C802
60362980,2026-04-27T14:11:59.622745083Z,6E705424231DCEEC337EB451BC4C1D2C5FBA48C9,6E7054…48C9
60362981,2026-04-27T14:12:00.580833761Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60362982,2026-04-27T14:12:01.43718255Z,51D7D05A659208A6576190AEBBE8F07603851515,51D7D0…1515
60362983,2026-04-27T14:12:02.307289914Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60362984,2026-04-27T14:12:04.300609698Z,2022FE8CC49E48630C76160E11A880459219D244,2022FE…D244
60362985,2026-04-27T14:12:05.261559259Z,966FD89B1DB51535F2D898CF9B0F14DA374EFB96,966FD8…FB96
60362986,2026-04-27T14:12:06.237677807Z,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,E08FBA…C1C5
60362987,2026-04-27T14:12:07.221777959Z,0CEB917DE4DF1C4B4F8EDFC4ACE6FD6D39F1E61E,0CEB91…E61E
60362988,2026-04-27T14:12:08.094200062Z,C9E615289D1D92E50292C3B0BD8358D9B2E40290,C9E615…0290
60362989,2026-04-27T14:12:08.970722332Z,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018…BAB0
60362990,2026-04-27T14:12:09.806295042Z,3FF719F1664BEE93D482B480677C03A47EC0B643,3FF719…B643
60362991,2026-04-27T14:12:10.622876025Z,5F999A4BE254869925A7F2FEA04D7B3B836CFF0B,5F999A…FF0B
60362992,2026-04-27T14:12:11.514026653Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60362993,2026-04-27T14:12:12.382356355Z,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,4B56B7…BB04
60362994,2026-04-27T14:12:13.366964863Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60362995,2026-04-27T14:12:14.311272398Z,A9C4E0E2AF00183DA11434ED413219905E9A868D,A9C4E0…868D
60362996,2026-04-27T14:12:15.147643992Z,9F8EC2EF581CE25630C819F19B5484039E748D1A,9F8EC2…8D1A
60362997,2026-04-27T14:12:15.987551489Z,96DA375D8A293F8F6580DA36EA2376CD89AB20C4,96DA37…20C4
60362998,2026-04-27T14:12:16.80713673Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60362999,2026-04-27T14:12:18.86048106Z,F9A968A405FB0429410AE5165E5F2193271E678A,F9A968…678A
60363000,2026-04-27T14:12:20.809622697Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363001,2026-04-27T14:12:21.654746988Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363002,2026-04-27T14:12:22.635320607Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363003,2026-04-27T14:12:23.543549942Z,9CBEC8CBD4ED3AAD4BB2B0346EFC86A6C41F9160,9CBEC8…9160
60363004,2026-04-27T14:12:24.38336416Z,19EC0A155A5BE755E76D0059EF730EBCA122B4F1,19EC0A…B4F1
60363005,2026-04-27T14:12:25.270271224Z,7341E970B9B3EFF82B2060D3469FC50D7AF04146,7341E9…4146
60363006,2026-04-27T14:12:26.273664594Z,6239A498C22DF3EC3FB0CA2F96D15535F6F3387A,6239A4…387A
60363007,2026-04-27T14:12:29.971553148Z,6239A498C22DF3EC3FB0CA2F96D15535F6F3387A,6239A4…387A
60363008,2026-04-27T14:12:30.922244363Z,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,D24B7A…5EAE
60363009,2026-04-27T14:12:31.824092537Z,9D0281786872D3BBE53C58FBECA118D86FA82177,9D0281…2177
60363010,2026-04-27T14:12:33.842745361Z,901FD122CC512EF13DE8E1A3D7953BFDDC0786D6,901FD1…86D6
60363011,2026-04-27T14:12:34.626883646Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363012,2026-04-27T14:12:35.53894876Z,46DEA137CFB10BC419B2577AA9A58718680E18BA,46DEA1…18BA
60363013,2026-04-27T14:12:36.379829674Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363014,2026-04-27T14:12:37.260752648Z,76F706AE73A8251652BC72CB801E4294E2135AFB,76F706…5AFB
60363015,2026-04-27T14:12:38.388644304Z,72B1489EFB57A680577A838A5BAAEBE162A7C802,72B148…C802
60363016,2026-04-27T14:12:39.31312896Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363017,2026-04-27T14:12:41.360084334Z,99063B919404B6950A79A6A31E370378FE07020D,99063B…020D
60363018,2026-04-27T14:12:42.235509823Z,39327692C258A57970EF53F0AA4D3C00F95988B8,393276…88B8
60363019,2026-04-27T14:12:43.196056712Z,7EDB006522610C58283E30644A14F27BCC0D32ED,7EDB00…32ED
60363020,2026-04-27T14:12:44.002508136Z,04C83AA20F7563BBCBCF6AA150EF6B0C81808DAA,04C83A…8DAA
60363021,2026-04-27T14:12:45.10257369Z,16A169951A878247DBE258FDDC71638F6606D156,16A169…D156
60363022,2026-04-27T14:12:46.009830336Z,51D7D05A659208A6576190AEBBE8F07603851515,51D7D0…1515
60363023,2026-04-27T14:12:46.815118495Z,26F7777BD52918AE71801022B0E2DEED97DDD504,26F777…D504
60363024,2026-04-27T14:12:47.745120134Z,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018…BAB0
60363025,2026-04-27T14:12:48.618653926Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363026,2026-04-27T14:12:49.474241935Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363027,2026-04-27T14:12:50.26078519Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363028,2026-04-27T14:12:51.267052758Z,0F8C8B45D09F25CD279CFA53C01B9BA7A3FC616E,0F8C8B…616E
60363029,2026-04-27T14:12:52.294716451Z,2022FE8CC49E48630C76160E11A880459219D244,2022FE…D244
60363030,2026-04-27T14:12:53.586728293Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363031,2026-04-27T14:12:54.49225301Z,97AFE45395B74E784C88D45E5CCA2995019FAE08,97AFE4…AE08
60363032,2026-04-27T14:12:55.33643842Z,0C438AB31C0ACFB5D301F98DB678B6C9CE217E04,0C438A…7E04
60363033,2026-04-27T14:12:56.16314276Z,583AE736E67DF9D72FE87B9AA7D3210D3B4B0E5A,583AE7…0E5A
60363034,2026-04-27T14:12:56.995779541Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363035,2026-04-27T14:12:59.011226558Z,0A70912D18E13D78CB32E6322A4E57F861E6C3C8,0A7091…C3C8
60363036,2026-04-27T14:12:59.84681581Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363037,2026-04-27T14:13:00.708248141Z,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,E08FBA…C1C5
60363038,2026-04-27T14:13:01.694747862Z,95B002DE67707313D123D06492F1A7A58478E546,95B002…E546
60363039,2026-04-27T14:13:02.557151771Z,06F45C36FCB957E55D923A6D4E905C2D715115AD,06F45C…15AD
60363040,2026-04-27T14:13:03.400739583Z,AB55E9D9EA6B589C3E9EF7D84458285EC28CE5E9,AB55E9…E5E9
60363041,2026-04-27T14:13:04.293081787Z,7D53D76F2DB86BE30A9B26CADEA69078531AB9BB,7D53D7…B9BB
60363042,2026-04-27T14:13:05.204723887Z,F9A968A405FB0429410AE5165E5F2193271E678A,F9A968…678A
60363043,2026-04-27T14:13:07.202388949Z,894C56D6CFC3A8E09EB6D1A2E33467C4CF77C0F5,894C56…C0F5
60363044,2026-04-27T14:13:08.054824012Z,943547CACB29C55797E121ACB4E586C49D9D39FD,943547…39FD
60363045,2026-04-27T14:13:08.855113095Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363046,2026-04-27T14:13:09.711652406Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363047,2026-04-27T14:13:10.577572142Z,5F999A4BE254869925A7F2FEA04D7B3B836CFF0B,5F999A…FF0B
60363048,2026-04-27T14:13:11.424886931Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363049,2026-04-27T14:13:15.340948893Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363050,2026-04-27T14:13:16.355713011Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363051,2026-04-27T14:13:18.382305835Z,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,D24B7A…5EAE
60363052,2026-04-27T14:13:19.253233321Z,7341E970B9B3EFF82B2060D3469FC50D7AF04146,7341E9…4146
60363053,2026-04-27T14:13:20.082085942Z,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018…BAB0
60363054,2026-04-27T14:13:20.872527382Z,72B1489EFB57A680577A838A5BAAEBE162A7C802,72B148…C802
60363055,2026-04-27T14:13:21.794775567Z,9CBEC8CBD4ED3AAD4BB2B0346EFC86A6C41F9160,9CBEC8…9160
60363056,2026-04-27T14:13:22.632839746Z,19EC0A155A5BE755E76D0059EF730EBCA122B4F1,19EC0A…B4F1
60363057,2026-04-27T14:13:23.531717141Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363058,2026-04-27T14:13:24.400574281Z,C9E615289D1D92E50292C3B0BD8358D9B2E40290,C9E615…0290
60363059,2026-04-27T14:13:25.312556309Z,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,4B56B7…BB04
60363060,2026-04-27T14:13:26.301576657Z,51D7D05A659208A6576190AEBBE8F07603851515,51D7D0…1515
60363061,2026-04-27T14:13:27.33358033Z,39327692C258A57970EF53F0AA4D3C00F95988B8,393276…88B8
60363062,2026-04-27T14:13:28.324061588Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363063,2026-04-27T14:13:29.138361125Z,9D0281786872D3BBE53C58FBECA118D86FA82177,9D0281…2177
60363064,2026-04-27T14:13:31.130936647Z,6E705424231DCEEC337EB451BC4C1D2C5FBA48C9,6E7054…48C9
60363065,2026-04-27T14:13:32.044484103Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363066,2026-04-27T14:13:36.834369663Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363067,2026-04-27T14:13:38.867117633Z,4E154C9288E31436BA814DD92D17C4ED6CEFD3F1,4E154C…D3F1
60363068,2026-04-27T14:13:39.663641423Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363069,2026-04-27T14:13:40.520146875Z,2022FE8CC49E48630C76160E11A880459219D244,2022FE…D244
60363070,2026-04-27T14:13:41.356296448Z,99063B919404B6950A79A6A31E370378FE07020D,99063B…020D
60363071,2026-04-27T14:13:42.130189129Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363072,2026-04-27T14:13:42.954218441Z,B15069E41B1A60FF03AE8D8F741F78C7B1144FBE,B15069…4FBE
60363073,2026-04-27T14:13:43.868407177Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363074,2026-04-27T14:13:44.865752646Z,26F7777BD52918AE71801022B0E2DEED97DDD504,26F777…D504
60363075,2026-04-27T14:13:45.751399964Z,966FD89B1DB51535F2D898CF9B0F14DA374EFB96,966FD8…FB96
60363076,2026-04-27T14:13:49.448486377Z,966FD89B1DB51535F2D898CF9B0F14DA374EFB96,966FD8…FB96
60363077,2026-04-27T14:13:50.435782207Z,7EDB006522610C58283E30644A14F27BCC0D32ED,7EDB00…32ED
60363078,2026-04-27T14:13:51.256511982Z,97AFE45395B74E784C88D45E5CCA2995019FAE08,97AFE4…AE08
60363079,2026-04-27T14:13:52.115560154Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363080,2026-04-27T14:13:53.015582392Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363081,2026-04-27T14:13:53.864226477Z,46DEA137CFB10BC419B2577AA9A58718680E18BA,46DEA1…18BA
60363082,2026-04-27T14:13:54.658512961Z,16A169951A878247DBE258FDDC71638F6606D156,16A169…D156
60363083,2026-04-27T14:13:55.567210541Z,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,E08FBA…C1C5
60363084,2026-04-27T14:13:56.518846862Z,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018…BAB0
60363085,2026-04-27T14:14:01.045532279Z,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018…BAB0
60363086,2026-04-27T14:14:01.855419956Z,F9A968A405FB0429410AE5165E5F2193271E678A,F9A968…678A
60363087,2026-04-27T14:14:03.8456639Z,901FD122CC512EF13DE8E1A3D7953BFDDC0786D6,901FD1…86D6
60363088,2026-04-27T14:14:04.642619539Z,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,D24B7A…5EAE
60363089,2026-04-27T14:14:05.512684181Z,95B002DE67707313D123D06492F1A7A58478E546,95B002…E546
60363090,2026-04-27T14:14:06.305605518Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363091,2026-04-27T14:14:07.166255922Z,72B1489EFB57A680577A838A5BAAEBE162A7C802,72B148…C802
60363092,2026-04-27T14:14:08.079487703Z,0CEB917DE4DF1C4B4F8EDFC4ACE6FD6D39F1E61E,0CEB91…E61E
60363093,2026-04-27T14:14:08.964223592Z,9CBF2EFFD5570B3A9A41346244757CDA3E18D401,9CBF2E…D401
60363094,2026-04-27T14:14:09.967146723Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363095,2026-04-27T14:14:10.816687074Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363096,2026-04-27T14:14:11.668654822Z,7341E970B9B3EFF82B2060D3469FC50D7AF04146,7341E9…4146
60363097,2026-04-27T14:14:12.570479216Z,0F8C8B45D09F25CD279CFA53C01B9BA7A3FC616E,0F8C8B…616E
60363098,2026-04-27T14:14:13.521119511Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363099,2026-04-27T14:14:14.494696288Z,51D7D05A659208A6576190AEBBE8F07603851515,51D7D0…1515
60363100,2026-04-27T14:14:15.710056024Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363101,2026-04-27T14:14:17.745603845Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363102,2026-04-27T14:14:18.618317736Z,39327692C258A57970EF53F0AA4D3C00F95988B8,393276…88B8
60363103,2026-04-27T14:14:19.507641793Z,583AE736E67DF9D72FE87B9AA7D3210D3B4B0E5A,583AE7…0E5A
60363104,2026-04-27T14:14:20.334396189Z,5F999A4BE254869925A7F2FEA04D7B3B836CFF0B,5F999A…FF0B
60363105,2026-04-27T14:14:21.207239267Z,9F8EC2EF581CE25630C819F19B5484039E748D1A,9F8EC2…8D1A
60363106,2026-04-27T14:14:22.047543955Z,04C83AA20F7563BBCBCF6AA150EF6B0C81808DAA,04C83A…8DAA
60363107,2026-04-27T14:14:23.07562151Z,9CBEC8CBD4ED3AAD4BB2B0346EFC86A6C41F9160,9CBEC8…9160
60363108,2026-04-27T14:14:23.898388798Z,19EC0A155A5BE755E76D0059EF730EBCA122B4F1,19EC0A…B4F1
60363109,2026-04-27T14:14:24.766897615Z,6239A498C22DF3EC3FB0CA2F96D15535F6F3387A,6239A4…387A
60363110,2026-04-27T14:14:25.720144987Z,0A70912D18E13D78CB32E6322A4E57F861E6C3C8,0A7091…C3C8
60363111,2026-04-27T14:14:26.568109988Z,9D0281786872D3BBE53C58FBECA118D86FA82177,9D0281…2177
60363112,2026-04-27T14:14:28.552578132Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363113,2026-04-27T14:14:29.43468971Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363114,2026-04-27T14:14:30.32048106Z,2022FE8CC49E48630C76160E11A880459219D244,2022FE…D244
60363115,2026-04-27T14:14:31.241219941Z,05F843C91498D43DB68370EF9E4B9C4D66D14FA5,05F843…4FA5
60363116,2026-04-27T14:14:33.419214433Z,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018…BAB0
60363117,2026-04-27T14:14:34.295902862Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363118,2026-04-27T14:14:36.35483325Z,06F45C36FCB957E55D923A6D4E905C2D715115AD,06F45C…15AD
60363119,2026-04-27T14:14:37.148399963Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363120,2026-04-27T14:14:37.946378619Z,AB55E9D9EA6B589C3E9EF7D84458285EC28CE5E9,AB55E9…E5E9
60363121,2026-04-27T14:14:38.855786093Z,4D5ED32FFAA70B269E78400BA7DA12B8D5974BE7,4D5ED3…4BE7
60363122,2026-04-27T14:14:39.69889466Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363123,2026-04-27T14:14:40.679731344Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363124,2026-04-27T14:14:41.536858227Z,99063B919404B6950A79A6A31E370378FE07020D,99063B…020D
60363125,2026-04-27T14:14:42.421965321Z,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,4B56B7…BB04
60363126,2026-04-27T14:14:43.445465734Z,97AFE45395B74E784C88D45E5CCA2995019FAE08,97AFE4…AE08
60363127,2026-04-27T14:14:44.316615706Z,F9A968A405FB0429410AE5165E5F2193271E678A,F9A968…678A
60363128,2026-04-27T14:14:46.308176081Z,C9E615289D1D92E50292C3B0BD8358D9B2E40290,C9E615…0290
60363129,2026-04-27T14:14:47.196743403Z,72B1489EFB57A680577A838A5BAAEBE162A7C802,72B148…C802
60363130,2026-04-27T14:14:48.092979055Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363131,2026-04-27T14:14:48.955335675Z,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,D24B7A…5EAE
60363132,2026-04-27T14:14:49.863085474Z,26F7777BD52918AE71801022B0E2DEED97DDD504,26F777…D504
60363133,2026-04-27T14:14:50.851241496Z,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,E08FBA…C1C5
60363134,2026-04-27T14:14:51.821658627Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363135,2026-04-27T14:14:52.684389999Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363136,2026-04-27T14:14:54.707395454Z,7EDB006522610C58283E30644A14F27BCC0D32ED,7EDB00…32ED
60363137,2026-04-27T14:14:55.562939949Z,943547CACB29C55797E121ACB4E586C49D9D39FD,943547…39FD
60363138,2026-04-27T14:14:56.353083854Z,51D7D05A659208A6576190AEBBE8F07603851515,51D7D0…1515
60363139,2026-04-27T14:14:57.204297336Z,16A169951A878247DBE258FDDC71638F6606D156,16A169…D156
60363140,2026-04-27T14:14:58.101573765Z,7341E970B9B3EFF82B2060D3469FC50D7AF04146,7341E9…4146
60363141,2026-04-27T14:14:59.019999954Z,6E705424231DCEEC337EB451BC4C1D2C5FBA48C9,6E7054…48C9
60363142,2026-04-27T14:14:59.968113936Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363143,2026-04-27T14:15:00.791309326Z,46DEA137CFB10BC419B2577AA9A58718680E18BA,46DEA1…18BA
60363144,2026-04-27T14:15:01.64169078Z,39327692C258A57970EF53F0AA4D3C00F95988B8,393276…88B8
60363145,2026-04-27T14:15:02.621112773Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
